donation_id,donation_date,donor_type,state,program,channel,amount_inr,repeat_donor
D00368,2025-06-22,Corporate,Uttar Pradesh,Education,UPI,2720,False
D00369,2025-01-13,Individual,Delhi,Community Development,UPI,8450,False
D00370,2026-02-26,Individual,Bihar,Livelihood,Bank Transfer,3641,True
D00371,2025-07-03,Corporate,Rajasthan,Livelihood,Campaign Event,3743,False
D00372,2025-12-28,Individual,Uttar Pradesh,Education,UPI,18250,True
D00373,2025-08-12,Community,Uttar Pradesh,Healthcare,Bank Transfer,2651,False
D00374,2025-07-24,Individual,Jharkhand,Community Development,Online,2589,True
D00375,2026-04-29,Corporate,West Bengal,Healthcare,UPI,3052,False
D00376,2025-02-21,Foundation,Jharkhand,Livelihood,UPI,845,False
D00377,2026-02-07,Individual,Jharkhand,Healthcare,Online,1290,False
D00378,2026-02-12,Individual,Jharkhand,Healthcare,Bank Transfer,1231,True
D00379,2025-07-27,Individual,Rajasthan,Education,Bank Transfer,2926,True
D00380,2025-05-24,Individual,Delhi,Community Development,UPI,1580,False
D00381,2025-01-03,Individual,West Bengal,Community Development,Online,1997,False
D00382,2026-05-27,Individual,West Bengal,Education,Campaign Event,4069,False
D00383,2026-06-02,Community,Rajasthan,Healthcare,Bank Transfer,3439,True
D00384,2025-05-12,Individual,Rajasthan,Livelihood,Bank Transfer,1594,False
D00385,2025-01-18,Individual,West Bengal,Healthcare,Online,1089,True
D00386,2025-03-09,Individual,Uttar Pradesh,Women Empowerment,Campaign Event,4218,True
D00387,2025-02-06,Individual,West Bengal,Healthcare,Online,3216,True
D00388,2026-03-30,Individual,West Bengal,Education,Campaign Event,540,False
D00389,2026-05-02,Individual,Uttar Pradesh,Healthcare,Bank Transfer,1423,True
D00390,2025-03-25,Corporate,West Bengal,Livelihood,Campaign Event,2038,True
D00391,2026-02-12,Individual,Uttar Pradesh,Education,Online,3228,False
D00392,2025-04-08,Community,Jharkhand,Community Development,Online,3562,False
D00393,2025-07-20,Individual,West Bengal,Education,Campaign Event,2227,True
D00394,2025-11-24,Individual,Uttar Pradesh,Education,Campaign Event,2792,True
D00395,2026-01-29,Corporate,Delhi,Livelihood,UPI,1889,False
D00396,2026-04-23,Foundation,West Bengal,Livelihood,Online,1086,True
D00397,2025-01-25,Individual,Delhi,Healthcare,Campaign Event,1480,True
D00398,2025-04-18,Individual,Rajasthan,Healthcare,Bank Transfer,1826,False
D00399,2025-06-03,Individual,Bihar,Education,Campaign Event,1754,True
D00400,2025-06-19,Individual,West Bengal,Women Empowerment,Campaign Event,438,False
D00401,2026-06-29,Individual,West Bengal,Healthcare,Campaign Event,1336,True
D00402,2026-03-01,Individual,Rajasthan,Education,UPI,1877,True
D00403,2025-06-24,Individual,Bihar,Healthcare,UPI,1458,True
D00404,2026-06-15,Individual,Rajasthan,Community Development,UPI,1496,True
D00405,2025-09-30,Community,Delhi,Healthcare,Online,2596,True
D00406,2025-10-01,Corporate,Delhi,Community Development,Bank Transfer,801,True
D00407,2025-08-25,Individual,Delhi,Healthcare,UPI,531,False
D00408,2025-03-20,Individual,Jharkhand,Education,Campaign Event,1386,False
D00409,2026-05-26,Individual,Jharkhand,Healthcare,UPI,3193,True
D00410,2025-01-08,Individual,Delhi,Healthcare,UPI,6382,False
D00411,2025-04-06,Corporate,Bihar,Education,Online,3236,False
D00412,2025-05-06,Foundation,Rajasthan,Livelihood,Bank Transfer,598,False
D00413,2025-06-02,Community,Uttar Pradesh,Healthcare,UPI,1512,True
D00414,2025-03-13,Community,Bihar,Women Empowerment,Campaign Event,2182,True
D00415,2025-01-10,Community,Jharkhand,Livelihood,Bank Transfer,2056,True
D00416,2026-01-06,Community,Delhi,Livelihood,Online,2697,True
D00417,2026-06-14,Individual,Jharkhand,Livelihood,Bank Transfer,905,True
D00418,2025-03-08,Individual,Rajasthan,Education,Online,1890,False
D00419,2025-06-11,Individual,Bihar,Women Empowerment,UPI,2467,False
D00420,2025-10-04,Individual,Uttar Pradesh,Education,UPI,3344,True
D00421,2026-05-22,Individual,Jharkhand,Women Empowerment,Campaign Event,984,False
D00422,2026-01-15,Foundation,West Bengal,Community Development,Campaign Event,1389,False
D00423,2026-02-23,Individual,Jharkhand,Women Empowerment,Online,250,False
D00424,2025-11-14,Individual,Delhi,Livelihood,Online,1129,False
D00425,2025-08-16,Individual,Jharkhand,Healthcare,Bank Transfer,1215,True
D00426,2025-04-20,Individual,Rajasthan,Community Development,Online,838,False
D00427,2026-04-17,Individual,Delhi,Healthcare,Campaign Event,2038,False
D00428,2026-03-16,Foundation,Rajasthan,Livelihood,Online,1726,False
D00429,2025-01-14,Individual,West Bengal,Women Empowerment,Online,331,False
D00430,2026-01-26,Corporate,Uttar Pradesh,Community Development,Campaign Event,2116,False
D00431,2025-02-16,Individual,Uttar Pradesh,Community Development,Campaign Event,897,True
D00432,2026-02-08,Individual,West Bengal,Education,Online,2591,True
D00433,2026-03-27,Individual,Uttar Pradesh,Community Development,Bank Transfer,688,False
D00434,2025-03-13,Corporate,Delhi,Education,UPI,1841,True
D00435,2025-08-25,Corporate,Uttar Pradesh,Livelihood,UPI,1456,False
D00436,2025-03-09,Individual,Jharkhand,Community Development,Campaign Event,2259,False
D00437,2025-11-06,Community,Uttar Pradesh,Women Empowerment,Bank Transfer,1976,False
D00438,2026-05-22,Individual,Jharkhand,Community Development,Online,1486,True
D00439,2025-02-14,Foundation,Rajasthan,Healthcare,Bank Transfer,569,False
D00440,2025-08-06,Individual,West Bengal,Healthcare,UPI,594,True
D00441,2026-06-16,Individual,Rajasthan,Healthcare,UPI,1162,True
D00442,2025-06-14,Foundation,Bihar,Healthcare,UPI,1789,True
D00443,2025-03-14,Individual,Delhi,Women Empowerment,Campaign Event,1141,False
D00444,2025-09-24,Individual,Uttar Pradesh,Livelihood,Campaign Event,2877,False
D00445,2025-10-05,Individual,Rajasthan,Women Empowerment,Bank Transfer,1460,True
D00446,2025-12-28,Individual,West Bengal,Livelihood,Bank Transfer,873,False
D00447,2025-06-21,Corporate,Uttar Pradesh,Healthcare,UPI,1461,True
D00448,2026-06-06,Foundation,Jharkhand,Education,Bank Transfer,2132,False
D00449,2025-10-12,Foundation,Jharkhand,Livelihood,Bank Transfer,2297,True
D00450,2025-06-06,Individual,Delhi,Community Development,Online,7364,False
D00451,2026-06-09,Individual,Delhi,Community Development,Bank Transfer,1090,False
D00452,2026-05-20,Individual,Bihar,Healthcare,UPI,1703,False
D00453,2025-09-30,Individual,Delhi,Livelihood,Campaign Event,2478,True
D00454,2025-01-14,Individual,Delhi,Women Empowerment,Campaign Event,1769,False
D00455,2025-11-22,Community,West Bengal,Women Empowerment,Bank Transfer,1237,False
D00456,2025-10-31,Foundation,Rajasthan,Education,Online,563,False
D00457,2025-03-22,Corporate,West Bengal,Livelihood,Online,1227,False
D00458,2025-12-13,Individual,Bihar,Education,Bank Transfer,805,False
D00459,2026-04-05,Individual,Rajasthan,Education,UPI,493,True
D00460,2025-02-27,Individual,Delhi,Women Empowerment,Campaign Event,991,False
D00461,2026-01-30,Individual,Delhi,Education,Campaign Event,821,True
D00462,2025-03-18,Individual,Rajasthan,Healthcare,Online,2789,False
D00463,2026-02-13,Individual,Rajasthan,Livelihood,UPI,2825,True
D00464,2025-08-17,Individual,Bihar,Women Empowerment,Bank Transfer,914,True
D00465,2025-01-04,Community,Delhi,Livelihood,Online,1481,False
D00466,2026-06-12,Individual,West Bengal,Education,UPI,447,False
D00467,2025-04-01,Community,Jharkhand,Women Empowerment,Online,1242,False
D00468,2025-11-22,Individual,Uttar Pradesh,Community Development,Bank Transfer,2428,False
D00469,2025-04-10,Individual,Jharkhand,Community Development,UPI,3342,True
D00470,2026-05-25,Individual,Rajasthan,Women Empowerment,Bank Transfer,1054,True
D00471,2026-02-08,Individual,Uttar Pradesh,Livelihood,UPI,3962,True
D00472,2026-03-16,Individual,West Bengal,Community Development,Bank Transfer,578,False
D00473,2025-08-24,Individual,West Bengal,Livelihood,Campaign Event,706,False
D00474,2025-09-13,Community,Rajasthan,Education,Online,3065,False
D00475,2025-12-13,Individual,Uttar Pradesh,Community Development,Online,6304,False
D00476,2026-03-05,Individual,Uttar Pradesh,Healthcare,UPI,2606,True
D00477,2026-04-08,Individual,Jharkhand,Community Development,Bank Transfer,1746,False
D00478,2025-01-10,Individual,Jharkhand,Healthcare,UPI,347,False
D00479,2025-12-29,Individual,Delhi,Community Development,Online,395,False
D00480,2025-03-01,Individual,West Bengal,Livelihood,UPI,1983,True
D00481,2025-06-07,Community,West Bengal,Livelihood,Campaign Event,1376,False
D00482,2026-03-29,Foundation,Uttar Pradesh,Healthcare,Online,785,False
D00483,2025-05-17,Corporate,West Bengal,Community Development,Bank Transfer,1891,True
D00484,2026-03-12,Individual,Uttar Pradesh,Education,Campaign Event,1962,False
D00485,2025-09-10,Individual,Delhi,Livelihood,UPI,3655,True
D00486,2025-05-08,Community,Bihar,Healthcare,Online,1994,False
D00487,2025-07-02,Individual,Delhi,Livelihood,Online,4523,False
D00488,2025-10-17,Individual,Rajasthan,Healthcare,Campaign Event,1811,False
D00489,2026-02-22,Individual,Delhi,Women Empowerment,Campaign Event,1651,True
D00490,2025-11-27,Corporate,West Bengal,Healthcare,Bank Transfer,3999,True
D00491,2026-05-25,Corporate,Bihar,Education,Bank Transfer,864,True
D00492,2026-04-19,Corporate,Jharkhand,Education,Campaign Event,14859,False
D00493,2026-02-16,Corporate,Delhi,Women Empowerment,Online,2385,True
D00494,2025-11-26,Individual,West Bengal,Healthcare,Online,2395,False
D00495,2025-06-08,Community,Rajasthan,Healthcare,Campaign Event,2669,True
D00496,2025-08-14,Individual,Jharkhand,Women Empowerment,Online,7357,True
D00497,2025-03-06,Corporate,Bihar,Healthcare,Campaign Event,3261,False
D00498,2025-07-24,Individual,Delhi,Healthcare,Bank Transfer,540,False
D00499,2026-05-21,Community,Bihar,Healthcare,Campaign Event,5157,False
D00500,2025-08-21,Individual,Delhi,Healthcare,Online,1394,False
D00501,2025-03-04,Individual,Bihar,Women Empowerment,Campaign Event,1951,False
D00502,2025-12-22,Individual,Jharkhand,Livelihood,Online,690,False
D00503,2026-06-10,Individual,Uttar Pradesh,Community Development,Online,2671,False
D00504,2026-04-19,Individual,Uttar Pradesh,Women Empowerment,UPI,1104,True
D00505,2025-05-30,Corporate,Bihar,Education,UPI,1940,False
D00506,2025-09-05,Individual,Rajasthan,Healthcare,Campaign Event,1455,False
D00507,2025-10-17,Community,Rajasthan,Healthcare,Online,7626,True
D00508,2025-05-16,Individual,West Bengal,Livelihood,Online,7960,False
D00509,2025-05-27,Corporate,Bihar,Healthcare,UPI,1864,False
D00510,2025-05-10,Individual,Delhi,Community Development,Campaign Event,1888,False
D00511,2026-06-28,Corporate,Rajasthan,Healthcare,Bank Transfer,1360,True
D00512,2026-02-12,Individual,Jharkhand,Livelihood,Campaign Event,4126,False
D00513,2026-04-05,Individual,Bihar,Education,Campaign Event,1406,False
D00514,2026-03-22,Community,Bihar,Community Development,Campaign Event,1312,True
D00515,2026-06-08,Individual,Uttar Pradesh,Community Development,UPI,3750,True
D00516,2025-02-27,Individual,Rajasthan,Women Empowerment,UPI,1202,True
D00517,2026-04-27,Corporate,Uttar Pradesh,Healthcare,UPI,1750,True
D00518,2025-02-06,Foundation,Rajasthan,Education,UPI,550,False
D00519,2025-09-17,Individual,West Bengal,Women Empowerment,UPI,3052,False
D00520,2025-11-21,Individual,Rajasthan,Livelihood,UPI,7717,True
D00521,2025-07-15,Foundation,West Bengal,Community Development,Bank Transfer,3092,True
D00522,2025-03-21,Corporate,Uttar Pradesh,Women Empowerment,UPI,5388,False
D00523,2025-04-15,Community,West Bengal,Livelihood,Campaign Event,954,True
D00524,2026-03-27,Individual,Uttar Pradesh,Community Development,Campaign Event,2149,False
D00525,2025-06-24,Corporate,Uttar Pradesh,Community Development,UPI,887,True
D00526,2025-06-19,Individual,Uttar Pradesh,Livelihood,Online,1517,True
D00527,2026-05-20,Community,Bihar,Education,UPI,3212,False
D00528,2025-03-20,Individual,Bihar,Education,Bank Transfer,1943,True
D00529,2026-05-15,Corporate,Uttar Pradesh,Livelihood,Online,624,False
D00530,2026-05-18,Individual,Bihar,Livelihood,Online,671,True
D00531,2025-11-23,Individual,Delhi,Education,UPI,639,False
D00532,2025-04-01,Corporate,Bihar,Education,Campaign Event,2602,False
D00533,2025-03-27,Individual,Bihar,Women Empowerment,UPI,8463,False
D00534,2025-06-05,Community,Rajasthan,Women Empowerment,Bank Transfer,5001,True
D00535,2025-11-12,Individual,Bihar,Education,Online,434,False
D00536,2025-03-25,Corporate,Bihar,Livelihood,UPI,5226,False
D00537,2025-09-06,Individual,Bihar,Education,Online,3633,True
D00538,2025-03-05,Individual,Bihar,Women Empowerment,Campaign Event,565,True
D00539,2025-10-22,Individual,Jharkhand,Community Development,Campaign Event,1434,False
D00540,2025-01-12,Individual,West Bengal,Community Development,Campaign Event,4094,True
D00541,2026-01-23,Individual,West Bengal,Livelihood,Bank Transfer,2720,False
D00542,2025-01-31,Corporate,Jharkhand,Women Empowerment,Online,674,False
D00543,2025-04-17,Corporate,Bihar,Community Development,Bank Transfer,2846,True
D00544,2025-04-06,Corporate,West Bengal,Women Empowerment,Campaign Event,362,False
D00545,2026-03-30,Individual,Bihar,Livelihood,Online,1523,False
D00546,2025-01-30,Individual,Jharkhand,Women Empowerment,Campaign Event,4226,True
D00547,2025-08-23,Individual,Delhi,Livelihood,Online,1825,False
D00548,2025-11-19,Corporate,Rajasthan,Community Development,Online,1238,True
D00549,2025-10-09,Foundation,Uttar Pradesh,Livelihood,Online,3507,True
D00550,2026-01-07,Individual,Jharkhand,Community Development,Campaign Event,3739,False
D00551,2026-03-15,Corporate,Delhi,Education,UPI,4808,True
D00552,2025-08-03,Individual,Jharkhand,Education,Bank Transfer,3468,False
D00553,2026-03-29,Individual,Rajasthan,Education,UPI,4050,True
D00554,2025-06-23,Individual,West Bengal,Livelihood,UPI,3119,False
D00555,2026-06-22,Individual,Delhi,Women Empowerment,UPI,2197,True
D00556,2025-10-03,Corporate,Delhi,Healthcare,UPI,1925,False
D00557,2026-02-06,Community,West Bengal,Education,Online,1507,False
D00558,2026-04-23,Individual,Delhi,Community Development,Bank Transfer,725,False
D00559,2026-03-09,Individual,Uttar Pradesh,Women Empowerment,UPI,879,False
D00560,2026-04-10,Corporate,Delhi,Women Empowerment,Online,1457,False
D00561,2025-10-20,Community,Bihar,Livelihood,Bank Transfer,2157,False
D00562,2025-01-24,Individual,Uttar Pradesh,Livelihood,Online,5304,False
D00563,2025-09-27,Individual,Delhi,Education,Campaign Event,1744,False
D00564,2025-04-10,Corporate,West Bengal,Education,Online,3821,False
D00565,2026-05-01,Individual,West Bengal,Community Development,Online,4044,False
D00566,2025-05-10,Community,Uttar Pradesh,Healthcare,UPI,1513,True
D00567,2025-05-05,Individual,Delhi,Women Empowerment,Online,2812,False
D00568,2025-05-17,Corporate,Bihar,Women Empowerment,Bank Transfer,1500,False
D00569,2025-12-17,Individual,West Bengal,Healthcare,Bank Transfer,4852,True
D00570,2025-11-08,Individual,Uttar Pradesh,Healthcare,Online,2900,True
D00571,2026-06-03,Foundation,West Bengal,Women Empowerment,Campaign Event,737,False
D00572,2025-08-16,Individual,Rajasthan,Education,UPI,2032,False
D00573,2025-06-04,Individual,West Bengal,Livelihood,Online,6196,True
D00574,2025-01-27,Community,Uttar Pradesh,Community Development,UPI,1571,True
D00575,2025-01-04,Foundation,Rajasthan,Women Empowerment,UPI,2518,False
D00576,2025-07-23,Individual,West Bengal,Women Empowerment,UPI,2711,False
D00577,2026-05-21,Individual,Jharkhand,Education,UPI,827,False
D00578,2025-10-13,Individual,Rajasthan,Education,Campaign Event,2640,False
D00579,2026-05-03,Corporate,Rajasthan,Healthcare,Bank Transfer,633,False
D00580,2025-02-25,Individual,Bihar,Healthcare,Bank Transfer,1126,False
D00581,2025-02-20,Individual,Rajasthan,Education,UPI,4033,True
D00582,2026-04-01,Community,West Bengal,Community Development,Campaign Event,2352,False
D00583,2025-02-28,Community,Uttar Pradesh,Education,UPI,1433,True
D00584,2025-01-29,Foundation,Uttar Pradesh,Women Empowerment,Online,2516,True
D00585,2025-08-09,Community,West Bengal,Livelihood,Bank Transfer,1721,False
D00586,2026-05-20,Corporate,Uttar Pradesh,Women Empowerment,UPI,1817,False
D00587,2026-01-12,Corporate,Delhi,Healthcare,Online,2946,True
D00588,2025-02-24,Corporate,West Bengal,Healthcare,Campaign Event,1043,False
D00589,2026-04-03,Individual,Jharkhand,Women Empowerment,Campaign Event,1855,False
D00590,2026-04-06,Individual,Rajasthan,Healthcare,Campaign Event,1424,True
D00591,2026-03-14,Individual,Bihar,Women Empowerment,Online,548,True
D00592,2026-05-08,Corporate,Uttar Pradesh,Education,UPI,903,True
D00593,2025-05-11,Individual,Rajasthan,Education,UPI,5835,False
D00594,2026-06-19,Individual,Jharkhand,Women Empowerment,UPI,2402,False
D00595,2025-06-25,Individual,Uttar Pradesh,Women Empowerment,Campaign Event,667,False
D00596,2026-03-14,Individual,Uttar Pradesh,Education,Bank Transfer,567,True
D00597,2025-11-13,Individual,Delhi,Community Development,UPI,1655,False
D00598,2026-03-02,Foundation,Jharkhand,Education,UPI,5805,False
D00599,2025-12-09,Foundation,Uttar Pradesh,Community Development,Campaign Event,1565,False
D00600,2025-12-17,Individual,Jharkhand,Women Empowerment,Campaign Event,4797,True
D00601,2025-12-03,Individual,Delhi,Community Development,Bank Transfer,2344,False
D00602,2026-03-02,Individual,Jharkhand,Community Development,Campaign Event,2563,False
D00603,2026-02-08,Corporate,Bihar,Healthcare,Online,661,True
D00604,2025-03-15,Foundation,Jharkhand,Women Empowerment,Bank Transfer,3636,True
D00605,2026-03-28,Individual,Rajasthan,Healthcare,UPI,1400,True
D00606,2025-10-20,Corporate,Bihar,Livelihood,Online,3439,True
D00607,2025-06-26,Individual,Uttar Pradesh,Healthcare,Bank Transfer,977,False
D00608,2025-10-08,Individual,West Bengal,Livelihood,UPI,2056,True
D00609,2026-06-12,Community,Jharkhand,Community Development,UPI,2344,True
D00610,2026-04-14,Individual,West Bengal,Livelihood,Online,1604,False
D00611,2026-04-01,Individual,Jharkhand,Education,Bank Transfer,2438,True
D00612,2025-09-10,Individual,West Bengal,Healthcare,Online,1474,True
D00613,2026-03-05,Individual,Jharkhand,Women Empowerment,UPI,1106,False
D00614,2025-07-30,Community,Bihar,Livelihood,Bank Transfer,6001,True
D00615,2026-01-10,Community,West Bengal,Livelihood,UPI,3953,True
D00616,2025-12-16,Individual,Delhi,Livelihood,UPI,1017,True
D00617,2025-05-17,Individual,Bihar,Healthcare,Campaign Event,2757,True
D00618,2025-05-26,Corporate,Delhi,Livelihood,Online,1031,False
D00619,2025-02-03,Individual,Delhi,Women Empowerment,Campaign Event,740,True
D00620,2025-03-18,Foundation,Bihar,Community Development,Online,3908,True
D00621,2025-08-25,Corporate,Rajasthan,Women Empowerment,Online,501,False
D00622,2025-09-18,Individual,Uttar Pradesh,Community Development,Online,3607,False
D00623,2025-04-01,Foundation,Uttar Pradesh,Community Development,Online,1489,True
D00624,2025-08-16,Individual,Delhi,Education,Campaign Event,1536,True
D00625,2025-11-26,Individual,West Bengal,Healthcare,Online,2448,False
D00626,2025-05-07,Individual,West Bengal,Healthcare,UPI,2783,False
D00627,2025-07-04,Individual,West Bengal,Education,Bank Transfer,969,False
D00628,2025-07-20,Corporate,Uttar Pradesh,Education,Online,3084,True
D00629,2025-10-03,Corporate,Rajasthan,Women Empowerment,Bank Transfer,1960,True
D00630,2025-07-20,Community,West Bengal,Healthcare,Online,702,False
D00631,2026-02-07,Community,Delhi,Education,Bank Transfer,1585,False
D00632,2025-06-28,Individual,Jharkhand,Healthcare,UPI,5072,False
D00633,2025-08-25,Individual,Bihar,Healthcare,UPI,6330,True
D00634,2025-07-27,Corporate,West Bengal,Education,Bank Transfer,3083,False
D00635,2025-04-10,Community,Rajasthan,Education,Campaign Event,737,True
D00636,2026-01-10,Individual,Delhi,Women Empowerment,UPI,2601,False
D00637,2025-05-09,Individual,Jharkhand,Community Development,Bank Transfer,3407,False
D00638,2025-06-12,Individual,Delhi,Livelihood,Bank Transfer,3102,False
D00639,2026-03-09,Individual,Bihar,Women Empowerment,Online,3243,True
D00640,2026-06-03,Corporate,Jharkhand,Community Development,Campaign Event,2364,False
D00641,2026-01-02,Individual,West Bengal,Community Development,Campaign Event,1705,False
D00642,2026-05-16,Corporate,Rajasthan,Education,Bank Transfer,1141,False
D00643,2026-04-12,Foundation,Rajasthan,Community Development,UPI,434,True
D00644,2025-09-20,Foundation,Delhi,Education,UPI,2322,False
D00645,2026-02-25,Individual,Rajasthan,Education,UPI,2070,True
D00646,2025-06-29,Individual,Jharkhand,Livelihood,Online,2735,True
D00647,2025-09-09,Corporate,Jharkhand,Women Empowerment,Campaign Event,660,True
D00648,2025-10-20,Foundation,Jharkhand,Education,Campaign Event,2920,True
D00649,2026-06-09,Individual,Rajasthan,Healthcare,Campaign Event,8404,True
D00650,2026-04-09,Foundation,West Bengal,Healthcare,Campaign Event,1909,False
D00651,2025-09-25,Individual,Bihar,Healthcare,Campaign Event,1719,True
D00652,2025-12-23,Foundation,Bihar,Community Development,UPI,2269,True
D00653,2025-04-21,Individual,Delhi,Healthcare,Online,8265,True
D00654,2026-03-16,Individual,Jharkhand,Healthcare,Bank Transfer,835,True
D00655,2025-10-29,Individual,West Bengal,Education,Online,2096,False
D00656,2025-10-18,Individual,Delhi,Education,Online,988,False
D00657,2026-02-23,Individual,Jharkhand,Education,Campaign Event,1194,True
D00658,2025-12-12,Individual,Rajasthan,Livelihood,Campaign Event,1734,False
D00659,2025-02-09,Individual,Delhi,Livelihood,UPI,4945,False
D00660,2025-06-07,Corporate,Delhi,Livelihood,UPI,6949,False
D00661,2025-04-07,Individual,Jharkhand,Community Development,Online,2519,True
D00662,2026-02-06,Corporate,Delhi,Livelihood,Online,1357,True
D00663,2025-01-20,Foundation,Rajasthan,Education,Campaign Event,11674,False
D00664,2025-04-21,Individual,Rajasthan,Healthcare,Bank Transfer,1306,False
D00665,2025-11-23,Individual,Jharkhand,Healthcare,UPI,1173,False
D00666,2026-01-15,Foundation,Delhi,Community Development,Bank Transfer,475,False
D00667,2025-10-02,Foundation,Jharkhand,Healthcare,Online,5129,True
D00668,2026-04-15,Individual,Uttar Pradesh,Education,Campaign Event,3721,False
D00669,2026-05-17,Foundation,Delhi,Women Empowerment,Campaign Event,11036,False
D00670,2025-03-14,Individual,Uttar Pradesh,Livelihood,UPI,635,False
D00671,2026-06-05,Individual,Bihar,Education,Bank Transfer,5373,False
D00672,2025-12-02,Corporate,Bihar,Women Empowerment,UPI,1897,False
D00673,2025-12-14,Individual,Jharkhand,Healthcare,Campaign Event,3295,False
D00674,2025-02-21,Corporate,Bihar,Community Development,UPI,523,False
D00675,2025-12-06,Individual,Jharkhand,Community Development,Bank Transfer,5413,False
D00676,2026-02-01,Corporate,Delhi,Healthcare,Bank Transfer,3247,False
D00677,2025-11-14,Individual,Delhi,Livelihood,UPI,1748,False
D00678,2025-02-16,Individual,West Bengal,Livelihood,Bank Transfer,2920,True
D00679,2025-10-13,Individual,Jharkhand,Women Empowerment,UPI,1014,True
D00680,2026-05-27,Individual,West Bengal,Education,Online,1166,True
D00681,2026-01-30,Corporate,West Bengal,Healthcare,Online,1272,True
D00682,2025-03-17,Individual,Bihar,Education,Campaign Event,449,True
D00683,2026-06-09,Individual,Uttar Pradesh,Women Empowerment,Bank Transfer,3435,False
D00684,2026-06-08,Individual,Jharkhand,Education,Bank Transfer,4399,True
D00685,2025-04-03,Individual,Rajasthan,Livelihood,UPI,1064,True
D00686,2026-03-14,Foundation,Bihar,Women Empowerment,Bank Transfer,2337,False
D00687,2025-08-11,Individual,Bihar,Community Development,Campaign Event,1475,True
D00688,2025-11-21,Community,Rajasthan,Healthcare,Online,2302,False
D00689,2025-09-01,Individual,Rajasthan,Education,Campaign Event,1124,False
D00690,2026-03-04,Corporate,Uttar Pradesh,Women Empowerment,Online,928,False
D00691,2026-06-29,Individual,Delhi,Education,Bank Transfer,3962,True
D00692,2026-03-11,Individual,Jharkhand,Education,UPI,1716,True
D00693,2026-05-24,Foundation,Uttar Pradesh,Community Development,Campaign Event,8202,False
D00694,2026-06-01,Community,Uttar Pradesh,Community Development,Online,1864,False
D00695,2025-02-19,Foundation,Delhi,Women Empowerment,UPI,899,True
D00696,2025-05-19,Individual,Jharkhand,Community Development,Online,4518,False
D00697,2026-01-30,Individual,Uttar Pradesh,Education,Online,2889,False
D00698,2025-11-19,Corporate,Delhi,Education,Campaign Event,3105,True
D00699,2025-01-28,Individual,Uttar Pradesh,Healthcare,UPI,4396,False
D00700,2025-02-21,Corporate,West Bengal,Education,Bank Transfer,1103,True
D00701,2025-10-12,Individual,Bihar,Community Development,UPI,1636,True
D00702,2025-12-03,Individual,Uttar Pradesh,Education,Bank Transfer,1583,False
D00703,2025-04-02,Foundation,Uttar Pradesh,Livelihood,Bank Transfer,684,True
D00704,2025-04-04,Corporate,Rajasthan,Community Development,Bank Transfer,1477,False
D00705,2025-03-12,Individual,Rajasthan,Women Empowerment,Bank Transfer,4904,False
D00706,2025-11-05,Individual,Jharkhand,Healthcare,Campaign Event,2151,True
D00707,2025-01-05,Individual,Bihar,Livelihood,Bank Transfer,656,False
D00708,2025-11-09,Individual,West Bengal,Livelihood,Bank Transfer,560,True
D00709,2025-09-17,Individual,Delhi,Women Empowerment,UPI,6274,True
D00710,2025-09-12,Individual,Rajasthan,Livelihood,Campaign Event,1682,False
D00711,2026-01-06,Corporate,Delhi,Healthcare,Bank Transfer,1108,False
D00712,2025-10-13,Foundation,Rajasthan,Women Empowerment,Campaign Event,1466,False
D00713,2026-02-02,Individual,West Bengal,Community Development,Bank Transfer,594,True
D00714,2026-02-22,Individual,Uttar Pradesh,Livelihood,UPI,5234,True
D00715,2026-05-18,Individual,West Bengal,Education,Campaign Event,1340,False
D00716,2026-03-13,Individual,Uttar Pradesh,Livelihood,Bank Transfer,5020,True
D00717,2025-10-10,Individual,Delhi,Community Development,Online,1871,True
D00718,2025-09-26,Individual,Uttar Pradesh,Community Development,UPI,5259,False
D00719,2025-05-09,Corporate,West Bengal,Livelihood,Online,2182,True
D00720,2025-11-24,Individual,Uttar Pradesh,Education,Bank Transfer,3413,True
D00721,2025-03-17,Individual,Jharkhand,Livelihood,Campaign Event,3087,True
D00722,2026-05-24,Individual,Jharkhand,Community Development,Bank Transfer,2873,False
D00723,2026-04-07,Foundation,West Bengal,Community Development,UPI,2337,False
D00724,2025-03-07,Corporate,Rajasthan,Education,UPI,1512,False
D00725,2026-03-06,Individual,Bihar,Healthcare,Online,7571,True
D00726,2025-03-05,Foundation,Rajasthan,Livelihood,Bank Transfer,912,True
D00727,2026-01-29,Individual,Bihar,Education,UPI,1806,False
D00728,2025-02-17,Individual,Jharkhand,Community Development,Online,1820,True
D00729,2025-09-24,Community,Delhi,Education,Bank Transfer,2434,False
D00730,2025-12-26,Individual,Jharkhand,Women Empowerment,Bank Transfer,1304,False
D00731,2026-02-02,Individual,West Bengal,Community Development,Campaign Event,2279,False
D00732,2025-08-17,Individual,Rajasthan,Women Empowerment,Online,1586,False
D00733,2026-05-19,Individual,Delhi,Women Empowerment,Campaign Event,550,False
D00734,2026-02-27,Corporate,Rajasthan,Healthcare,Bank Transfer,1813,True
D00735,2025-04-24,Individual,Uttar Pradesh,Community Development,UPI,788,False
D00736,2026-01-02,Individual,Uttar Pradesh,Livelihood,UPI,490,False
D00737,2026-02-03,Individual,Delhi,Education,Bank Transfer,1995,False
D00738,2025-07-02,Individual,Jharkhand,Healthcare,Campaign Event,2595,False
